numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
61996;20241227180000;102170;20;0;260;5.000000;289.150000;286.850000;86;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101820;mq;mq;650;mq;288.450000;mq;293.850000;mq;mq;mq;mq;8.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20241227180000;101180;280;8;350;14.800000;279.250000;277.850000;91;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99400;mq;mq;560;mq;278.150000;mq;282.650000;mq;mq;mq;mq;19.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20241227180000;100350;240;1;270;14.400000;278.350000;271.650000;62;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99980;mq;mq;2180;mq;mq;284.750000;mq;mq;mq;mq;mq;20.100000;-10;mq;mq;mq;mq;0.000000;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20241227180000;101430;180;1;10;3.800000;301.150000;297.150000;79;16130;0;mq;mq;mq;0;mq;mq;mq;mq;101350;mq;mq;70;mq;mq;mq;mq;mq;mq;mq;5.600000;6.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20241227180000;101760;-90;6;20;11.400000;275.050000;273.550000;90;53520;0;mq;mq;100;5;450;mq;mq;mq;101670;mq;mq;10;274.550000;mq;275.550000;mq;275.350000;mq;mq;15.300000;17.000000;-10;mq;mq;mq;mq;0.000000;0.400000;1.000000;4.000000;5.200000;mq;mq;mq;mq;1;mq;360;5;mq;1410;8;mq;1620;mq;mq;mq;
78890;20241227180000;101260;240;8;70;3.300000;302.850000;291.350000;50;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100940;mq;mq;-10;mq;299.250000;mq;303.150000;mq;mq;mq;mq;mq;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20241227180000;101250;-240;7;80;3.800000;301.650000;294.450000;65;59190;mq;mq;mq;mq;mq;mq;mq;mq;mq;101160;mq;mq;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20241227180000;101210;-230;6;110;5.800000;303.650000;293.850000;56;44380;0;mq;mq;mq;3;1250;mq;mq;mq;101120;mq;mq;10;304.350000;mq;304.350000;mq;mq;mq;mq;8.300000;9.100000;-10;mq;mq;mq;mq;0.000000;-0.100000;-0.100000;0.200000;0.200000;mq;mq;mq;mq;2;mq;1020;3;mq;1200;mq;mq;mq;mq;mq;mq;
81401;20241227180000;101000;270;6;50;2.100000;302.550000;296.950000;72;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100940;mq;mq;50;mq;296.550000;mq;305.350000;mq;mq;mq;5.000000;6.400000;-10;mq;mq;mq;mq;0.000000;1.000000;2.200000;2.200000;2.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20241227180000;101040;-220;7;60;7.900000;303.450000;296.850000;68;30170;0;mq;mq;mq;3;800;mq;mq;mq;100950;mq;mq;20;mq;mq;mq;mq;299.450000;mq;mq;10.700000;10.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;1.400000;6.200000;mq;mq;mq;mq;3;mq;810;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81408;20241227180000;100940;270;6;10;3.500000;303.050000;297.250000;71;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100860;mq;mq;-10;mq;296.150000;mq;304.550000;mq;mq;mq;5.400000;7.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.600000;10.700000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20241227180000;100970;300;6;80;1.800000;303.550000;297.450000;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99780;mq;mq;20;mq;295.750000;mq;305.650000;mq;mq;mq;3.600000;7.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
